ONTOLOGY	TERM	N	DE	P.DE	FDR
GO:0046101	BP	hypoxanthine biosynthetic process	3	0	1	1
GO:0046102	BP	inosine metabolic process	4	0	1	1
GO:0046103	BP	inosine biosynthetic process	3	0	1	1
GO:0046104	BP	thymidine metabolic process	5	0	1	1
GO:0046105	BP	thymidine biosynthetic process	2	0	1	1
GO:0046108	BP	uridine metabolic process	2	0	1	1
GO:0046110	BP	xanthine metabolic process	3	0	1	1
GO:0046111	BP	xanthine biosynthetic process	1	0	1	1
GO:0046112	BP	nucleobase biosynthetic process	19	0	1	1
GO:0046113	BP	nucleobase catabolic process	6	0	1	1
GO:0046120	BP	deoxyribonucleoside biosynthetic process	2	0	1	1
GO:0046121	BP	deoxyribonucleoside catabolic process	3	0	1	1
GO:0046122	BP	purine deoxyribonucleoside metabolic process	2	0	1	1
GO:0046124	BP	purine deoxyribonucleoside catabolic process	1	0	1	1
GO:0046125	BP	pyrimidine deoxyribonucleoside metabolic process	5	0	1	1
GO:0046126	BP	pyrimidine deoxyribonucleoside biosynthetic process	2	0	1	1
GO:0046127	BP	pyrimidine deoxyribonucleoside catabolic process	1	0	1	1
GO:0046128	BP	purine ribonucleoside metabolic process	72	0	1	1
GO:0046129	BP	purine ribonucleoside biosynthetic process	23	0	1	1
GO:0046130	BP	purine ribonucleoside catabolic process	9	0	1	1
GO:0046131	BP	pyrimidine ribonucleoside metabolic process	35	1	0.00580448718943107	1
GO:0046132	BP	pyrimidine ribonucleoside biosynthetic process	21	0	1	1
GO:0046133	BP	pyrimidine ribonucleoside catabolic process	14	1	0.00152443440354236	1
GO:0046134	BP	pyrimidine nucleoside biosynthetic process	29	0	1	1
GO:0046135	BP	pyrimidine nucleoside catabolic process	24	1	0.00444209136625425	1
GO:0046136	BP	positive regulation of vitamin metabolic process	4	0	1	1
GO:0046137	BP	negative regulation of vitamin metabolic process	6	0	1	1
GO:0046144	BP	D-alanine family amino acid metabolic process	1	0	1	1
GO:0046146	BP	tetrahydrobiopterin metabolic process	7	0	1	1
GO:0046148	BP	pigment biosynthetic process	56	0	1	1
GO:0046149	BP	pigment catabolic process	7	0	1	1
GO:0046160	BP	heme a metabolic process	2	0	1	1
GO:0046164	BP	alcohol catabolic process	54	0	1	1
GO:0046165	BP	alcohol biosynthetic process	173	0	1	1
GO:0046166	BP	glyceraldehyde-3-phosphate biosynthetic process	2	0	1	1
GO:0046167	BP	glycerol-3-phosphate biosynthetic process	3	0	1	1
GO:0046168	BP	glycerol-3-phosphate catabolic process	3	0	1	1
GO:0046173	BP	polyol biosynthetic process	74	0	1	1
GO:0046174	BP	polyol catabolic process	24	0	1	1
GO:0046176	BP	aldonic acid catabolic process	2	0	1	1
GO:0046177	BP	D-gluconate catabolic process	2	0	1	1
GO:0046184	BP	aldehyde biosynthetic process	15	0	1	1
GO:0046185	BP	aldehyde catabolic process	11	0	1	1
GO:0046189	BP	phenol-containing compound biosynthetic process	44	0	1	1
GO:0046203	BP	spermidine catabolic process	1	0	1	1
GO:0046204	BP	nor-spermidine metabolic process	1	0	1	1
GO:0046208	BP	spermine catabolic process	2	0	1	1
GO:0046209	BP	nitric oxide metabolic process	81	0	1	1
GO:0046210	BP	nitric oxide catabolic process	1	0	1	1
GO:0046218	BP	indolalkylamine catabolic process	10	0	1	1
GO:0046219	BP	indolalkylamine biosynthetic process	4	0	1	1
GO:0046222	BP	aflatoxin metabolic process	3	0	1	1
GO:0046223	BP	aflatoxin catabolic process	2	0	1	1
GO:0046226	BP	coumarin catabolic process	2	0	1	1
GO:0046247	BP	terpene catabolic process	2	0	1	1
GO:0046271	BP	phenylpropanoid catabolic process	2	0	1	1
GO:0046272	BP	stilbene catabolic process	1	0	1	1
GO:0046292	BP	formaldehyde metabolic process	4	0	1	1
GO:0046293	BP	formaldehyde biosynthetic process	1	0	1	1
GO:0046294	BP	formaldehyde catabolic process	3	0	1	1
GO:0046295	BP	glycolate biosynthetic process	1	0	1	1
GO:0046296	BP	glycolate catabolic process	1	0	1	1
GO:0046305	BP	alkanesulfonate biosynthetic process	2	0	1	1
GO:0046314	BP	phosphocreatine biosynthetic process	5	0	1	1
GO:0046316	MF	gluconokinase activity	1	0	1	1
GO:0046317	BP	regulation of glucosylceramide biosynthetic process	1	0	1	1
GO:0046318	BP	negative regulation of glucosylceramide biosynthetic process	1	0	1	1
GO:0046320	BP	regulation of fatty acid oxidation	30	0	1	1
GO:0046321	BP	positive regulation of fatty acid oxidation	15	0	1	1
GO:0046322	BP	negative regulation of fatty acid oxidation	10	0	1	1
GO:0046323	BP	glucose import	68	0	1	1
GO:0046324	BP	regulation of glucose import	60	0	1	1
GO:0046325	BP	negative regulation of glucose import	16	0	1	1
GO:0046326	BP	positive regulation of glucose import	38	0	1	1
GO:0046327	BP	glycerol biosynthetic process from pyruvate	2	0	1	1
GO:0046328	BP	regulation of JNK cascade	184	0	1	1
GO:0046329	BP	negative regulation of JNK cascade	38	0	1	1
GO:0046330	BP	positive regulation of JNK cascade	139	0	1	1
GO:0046331	BP	lateral inhibition	2	0	1	1
GO:0046332	MF	SMAD binding	79	0	1	1
GO:0046333	BP	octopamine metabolic process	3	0	1	1
GO:0046337	BP	phosphatidylethanolamine metabolic process	23	0	1	1
GO:0046338	BP	phosphatidylethanolamine catabolic process	2	0	1	1
GO:0046339	BP	diacylglycerol metabolic process	22	0	1	1
GO:0046340	BP	diacylglycerol catabolic process	4	0	1	1
GO:0046341	BP	CDP-diacylglycerol metabolic process	13	0	1	1
GO:0046348	BP	amino sugar catabolic process	11	0	1	1
GO:0046349	BP	amino sugar biosynthetic process	13	0	1	1
GO:0046351	BP	disaccharide biosynthetic process	5	0	1	1
GO:0046352	BP	disaccharide catabolic process	1	0	1	1
GO:0046355	BP	mannan catabolic process	1	0	1	1
GO:0046356	BP	acetyl-CoA catabolic process	2	0	1	1
GO:0046359	BP	butyrate catabolic process	1	0	1	1
GO:0046360	BP	2-oxobutyrate biosynthetic process	1	0	1	1
GO:0046361	BP	2-oxobutyrate metabolic process	2	0	1	1
GO:0046364	BP	monosaccharide biosynthetic process	98	0	1	1
GO:0046365	BP	monosaccharide catabolic process	66	0	1	1
GO:0046368	BP	GDP-L-fucose metabolic process	4	0	1	1
GO:0046370	BP	fructose biosynthetic process	2	0	1	1
GO:0046379	BP	extracellular polysaccharide metabolic process	3	0	1	1
GO:0046380	BP	N-acetylneuraminate biosynthetic process	1	0	1	1
GO:0046381	BP	CMP-N-acetylneuraminate metabolic process	1	0	1	1
GO:0046385	BP	deoxyribose phosphate biosynthetic process	11	0	1	1
GO:0046386	BP	deoxyribose phosphate catabolic process	20	0	1	1
GO:0046390	BP	ribose phosphate biosynthetic process	294	0	1	1
GO:0046391	BP	5-phosphoribose 1-diphosphate metabolic process	6	0	1	1
GO:0046394	BP	carboxylic acid biosynthetic process	453	0	1	1
GO:0046395	BP	carboxylic acid catabolic process	275	0	1	1
GO:0046398	BP	UDP-glucuronate metabolic process	4	0	1	1
GO:0046403	MF	polynucleotide 3'-phosphatase activity	1	0	1	1
GO:0046404	MF	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	3	0	1	1
GO:0046415	BP	urate metabolic process	13	0	1	1
GO:0046416	BP	D-amino acid metabolic process	3	0	1	1
GO:0046425	BP	regulation of JAK-STAT cascade	125	0	1	1
GO:0046426	BP	negative regulation of JAK-STAT cascade	23	0	1	1
GO:0046427	BP	positive regulation of JAK-STAT cascade	88	0	1	1
GO:0046434	BP	organophosphate catabolic process	245	1	0.0702710221716442	1
GO:0046436	BP	D-alanine metabolic process	1	0	1	1
GO:0046437	BP	D-amino acid biosynthetic process	1	0	1	1
GO:0046439	BP	L-cysteine metabolic process	11	0	1	1
GO:0046440	BP	L-lysine metabolic process	4	0	1	1
GO:0046443	BP	FAD metabolic process	1	0	1	1
GO:0046444	BP	FMN metabolic process	1	0	1	1
GO:0046448	BP	tropane alkaloid metabolic process	1	0	1	1
GO:0046449	BP	creatinine metabolic process	1	0	1	1
GO:0046452	BP	dihydrofolate metabolic process	3	0	1	1
GO:0046456	BP	icosanoid biosynthetic process	53	0	1	1
GO:0046457	BP	prostanoid biosynthetic process	28	0	1	1
GO:0046458	BP	hexadecanal metabolic process	1	0	1	1
GO:0046459	BP	short-chain fatty acid metabolic process	17	0	1	1
GO:0046460	BP	neutral lipid biosynthetic process	41	0	1	1
GO:0046461	BP	neutral lipid catabolic process	43	0	1	1
GO:0046462	BP	monoacylglycerol metabolic process	5	0	1	1
GO:0046463	BP	acylglycerol biosynthetic process	41	0	1	1
GO:0046464	BP	acylglycerol catabolic process	43	0	1	1
GO:0046465	BP	dolichyl diphosphate metabolic process	7	0	1	1
GO:0046466	BP	membrane lipid catabolic process	34	0	1	1
GO:0046467	BP	membrane lipid biosynthetic process	139	0	1	1
GO:0046469	BP	platelet activating factor metabolic process	6	0	1	1
GO:0046470	BP	phosphatidylcholine metabolic process	83	0	1	1
GO:0046471	BP	phosphatidylglycerol metabolic process	31	0	1	1
GO:0046473	BP	phosphatidic acid metabolic process	42	0	1	1
GO:0046474	BP	glycerophospholipid biosynthetic process	215	0	1	1
GO:0046475	BP	glycerophospholipid catabolic process	23	0	1	1
GO:0046476	BP	glycosylceramide biosynthetic process	8	0	1	1
GO:0046477	BP	glycosylceramide catabolic process	8	0	1	1
GO:0046478	BP	lactosylceramide metabolic process	2	0	1	1
GO:0046479	BP	glycosphingolipid catabolic process	14	0	1	1
GO:0046483	BP	heterocycle metabolic process	6253	2	0.55638089848602	1
GO:0046485	BP	ether lipid metabolic process	10	0	1	1
GO:0046486	BP	glycerolipid metabolic process	409	0	1	1
GO:0046487	BP	glyoxylate metabolic process	9	0	1	1
GO:0046488	BP	phosphatidylinositol metabolic process	173	0	1	1
GO:0046490	BP	isopentenyl diphosphate metabolic process	5	0	1	1
GO:0046491	BP	L-methylmalonyl-CoA metabolic process	1	0	1	1
GO:0046495	BP	nicotinamide riboside metabolic process	1	0	1	1
GO:0046496	BP	nicotinamide nucleotide metabolic process	187	0	1	1
GO:0046497	BP	nicotinate nucleotide metabolic process	1	0	1	1
GO:0046498	BP	S-adenosylhomocysteine metabolic process	10	0	1	1
GO:0046499	BP	S-adenosylmethioninamine metabolic process	1	0	1	1
GO:0046500	BP	S-adenosylmethionine metabolic process	17	0	1	1
GO:0046501	BP	protoporphyrinogen IX metabolic process	11	0	1	1
GO:0046502	BP	uroporphyrinogen III metabolic process	2	0	1	1
GO:0046503	BP	glycerolipid catabolic process	63	0	1	1
GO:0046504	BP	glycerol ether biosynthetic process	6	0	1	1
GO:0046511	BP	sphinganine biosynthetic process	2	0	1	1
GO:0046512	BP	sphingosine biosynthetic process	11	0	1	1
GO:0046513	BP	ceramide biosynthetic process	60	0	1	1
GO:0046514	BP	ceramide catabolic process	20	0	1	1
GO:0046519	BP	sphingoid metabolic process	16	0	1	1
GO:0046520	BP	sphingoid biosynthetic process	12	0	1	1
GO:0046521	BP	sphingoid catabolic process	1	0	1	1
GO:0046523	MF	S-methyl-5-thioribose-1-phosphate isomerase activity	1	0	1	1
GO:0046525	MF	xylosylprotein 4-beta-galactosyltransferase activity	1	0	1	1
GO:0046526	MF	D-xylulose reductase activity	1	0	1	1
GO:0046527	MF	glucosyltransferase activity	18	0	1	1
GO:0046530	BP	photoreceptor cell differentiation	63	0	1	1
GO:0046532	BP	regulation of photoreceptor cell differentiation	10	0	1	1
GO:0046533	BP	negative regulation of photoreceptor cell differentiation	8	0	1	1
GO:0046534	BP	positive regulation of photoreceptor cell differentiation	1	0	1	1
GO:0046538	MF	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	1	0	1	1
GO:0046539	MF	histamine N-methyltransferase activity	1	0	1	1
GO:0046540	CC	U4/U6 x U5 tri-snRNP complex	31	0	1	1
GO:0046541	BP	saliva secretion	12	0	1	1
GO:0046543	BP	development of secondary female sexual characteristics	6	0	1	1
GO:0046545	BP	development of primary female sexual characteristics	99	0	1	1
GO:0046546	BP	development of primary male sexual characteristics	138	0	1	1
GO:0046548	BP	retinal rod cell development	9	0	1	1
GO:0046549	BP	retinal cone cell development	11	0	1	1
GO:0046552	BP	photoreceptor cell fate commitment	1	0	1	1
GO:0046554	MF	malate dehydrogenase (NADP+) activity	1	0	1	1
GO:0046570	MF	methylthioribulose 1-phosphate dehydratase activity	1	0	1	1
GO:0046573	MF	lactonohydrolase activity	3	0	1	1
GO:0046577	MF	long-chain-alcohol oxidase activity	1	0	1	1
GO:0046578	BP	regulation of Ras protein signal transduction	231	0	1	1
GO:0046579	BP	positive regulation of Ras protein signal transduction	63	0	1	1
GO:0046580	BP	negative regulation of Ras protein signal transduction	50	0	1	1
GO:0046581	CC	intercellular canaliculus	6	0	1	1
GO:0046586	BP	regulation of calcium-dependent cell-cell adhesion	2	0	1	1
GO:0046587	BP	positive regulation of calcium-dependent cell-cell adhesion	1	0	1	1
GO:0046588	BP	negative regulation of calcium-dependent cell-cell adhesion	1	0	1	1
GO:0046592	MF	polyamine oxidase activity	2	0	1	1
GO:0046596	BP	regulation of viral entry into host cell	29	0	1	1
GO:0046597	BP	negative regulation of viral entry into host cell	18	0	1	1
GO:0046598	BP	positive regulation of viral entry into host cell	9	0	1	1
GO:0046599	BP	regulation of centriole replication	21	0	1	1
GO:0046600	BP	negative regulation of centriole replication	8	0	1	1
GO:0046601	BP	positive regulation of centriole replication	6	0	1	1
GO:0046602	BP	regulation of mitotic centrosome separation	9	0	1	1
GO:0046603	BP	negative regulation of mitotic centrosome separation	1	0	1	1
GO:0046604	BP	positive regulation of mitotic centrosome separation	3	0	1	1
GO:0046605	BP	regulation of centrosome cycle	57	0	1	1
GO:0046606	BP	negative regulation of centrosome cycle	14	0	1	1
GO:0046607	BP	positive regulation of centrosome cycle	11	0	1	1
GO:0046618	BP	drug export	7	0	1	1
GO:0046619	BP	optic placode formation involved in camera-type eye formation	2	0	1	1
GO:0046620	BP	regulation of organ growth	112	0	1	1
GO:0046621	BP	negative regulation of organ growth	39	0	1	1
GO:0046622	BP	positive regulation of organ growth	63	0	1	1
GO:0046624	MF	sphingolipid transporter activity	12	0	1	1
GO:0046625	MF	sphingolipid binding	23	0	1	1
GO:0046626	BP	regulation of insulin receptor signaling pathway	65	0	1	1
GO:0046627	BP	negative regulation of insulin receptor signaling pathway	36	0	1	1
GO:0046628	BP	positive regulation of insulin receptor signaling pathway	22	0	1	1
GO:0046629	BP	gamma-delta T cell activation	14	0	1	1
GO:0046631	BP	alpha-beta T cell activation	137	0	1	1
GO:0046632	BP	alpha-beta T cell differentiation	101	0	1	1
GO:0046633	BP	alpha-beta T cell proliferation	32	0	1	1
GO:0046634	BP	regulation of alpha-beta T cell activation	92	0	1	1
GO:0046635	BP	positive regulation of alpha-beta T cell activation	62	0	1	1
GO:0046636	BP	negative regulation of alpha-beta T cell activation	37	0	1	1
GO:0046637	BP	regulation of alpha-beta T cell differentiation	63	0	1	1
GO:0046638	BP	positive regulation of alpha-beta T cell differentiation	47	0	1	1
GO:0046639	BP	negative regulation of alpha-beta T cell differentiation	24	0	1	1
GO:0046640	BP	regulation of alpha-beta T cell proliferation	29	0	1	1
GO:0046641	BP	positive regulation of alpha-beta T cell proliferation	19	0	1	1
GO:0046642	BP	negative regulation of alpha-beta T cell proliferation	9	0	1	1
GO:0046643	BP	regulation of gamma-delta T cell activation	7	0	1	1
GO:0046645	BP	positive regulation of gamma-delta T cell activation	5	0	1	1
GO:0046649	BP	lymphocyte activation	644	1	0.159497537723274	1
GO:0046651	BP	lymphocyte proliferation	259	0	1	1
GO:0046653	BP	tetrahydrofolate metabolic process	18	0	1	1
GO:0046654	BP	tetrahydrofolate biosynthetic process	7	0	1	1
GO:0046655	BP	folic acid metabolic process	19	0	1	1
GO:0046657	BP	folic acid catabolic process	1	0	1	1
GO:0046658	CC	anchored component of plasma membrane	59	0	1	1
GO:0046659	MF	digestive hormone activity	1	0	1	1
GO:0046660	BP	female sex differentiation	113	0	1	1
GO:0046661	BP	male sex differentiation	159	0	1	1
GO:0046666	BP	retinal cell programmed cell death	4	0	1	1
GO:0046668	BP	regulation of retinal cell programmed cell death	2	0	1	1
GO:0046671	BP	negative regulation of retinal cell programmed cell death	1	0	1	1
GO:0046676	BP	negative regulation of insulin secretion	38	0	1	1
GO:0046677	BP	response to antibiotic	323	0	1	1
GO:0046680	BP	response to DDT	1	0	1	1
GO:0046683	BP	response to organophosphorus	133	0	1	1
GO:0046684	BP	response to pyrethroid	4	0	1	1
GO:0046685	BP	response to arsenic-containing substance	32	0	1	1
GO:0046686	BP	response to cadmium ion	61	0	1	1
GO:0046687	BP	response to chromate	1	0	1	1
GO:0046688	BP	response to copper ion	41	0	1	1
GO:0046689	BP	response to mercury ion	10	0	1	1
GO:0046690	BP	response to tellurium ion	1	0	1	1
GO:0046691	CC	intracellular canaliculus	1	0	1	1
GO:0046692	BP	sperm competition	1	0	1	1
GO:0046695	CC	SLIK (SAGA-like) complex	3	0	1	1
GO:0046696	CC	lipopolysaccharide receptor complex	5	0	1	1
GO:0046697	BP	decidualization	24	0	1	1
GO:0046700	BP	heterocycle catabolic process	691	1	0.179958178160113	1
GO:0046703	MF	natural killer cell lectin-like receptor binding	9	0	1	1
GO:0046707	BP	IDP metabolic process	2	0	1	1
GO:0046709	BP	IDP catabolic process	2	0	1	1
GO:0046710	BP	GDP metabolic process	10	0	1	1
GO:0046711	BP	GDP biosynthetic process	1	0	1	1
GO:0046712	BP	GDP catabolic process	1	0	1	1
GO:0046713	BP	borate transport	1	0	1	1
GO:0046715	MF	active borate transmembrane transporter activity	1	0	1	1
GO:0046716	BP	muscle cell cellular homeostasis	21	0	1	1
GO:0046717	BP	acid secretion	124	0	1	1
GO:0046718	BP	viral entry into host cell	117	0	1	1
GO:0046719	BP	regulation by virus of viral protein levels in host cell	7	0	1	1
GO:0046724	BP	oxalic acid secretion	2	0	1	1
GO:0046725	BP	negative regulation by virus of viral protein levels in host cell	1	0	1	1
GO:0046726	BP	positive regulation by virus of viral protein levels in host cell	4	0	1	1
